지점번호,지점명,일시,일조합(hr),일조율(%),일사합(MJ/m2),평균기온(℃),최고기온(℃),최고기온시각,최저기온(℃),최저기온시각일교차,Unnamed: 8,평균습도(%rh),최저습도(%rh)
108,서울,2024-04-12,9.8,74.8,23.59,17.2,24.2,16:06,12,3:24,12.2,59.6,30
108,서울,2024-04-13,12.1,92.4,25.65,19.1,27.3,15:47,11.2,6:06,16.1,52.4,24
108,서울,2024-04-14,11.7,89.3,24.93,20.8,29.4,14:42,13.6,6:06,15.8,47.1,25
108,서울,2024-04-15,0,0,3.18,16,20,7:31,11.7,21:10,8.3,77.4,44
108,서울,2024-04-16,3.7,28,13.45,13.3,17.9,16:10,11.5,2:28,6.4,82.6,60
108,서울,2024-04-17,10.3,77.4,23.2,15,21.8,15:07,9.7,5:56,12.1,65.3,35
108,서울,2024-04-18,11.7,88,25.45,17.3,24.9,14:54,10.7,5:47,14.2,53.3,28
108,서울,2024-04-19,10.4,78.2,23.5,17.6,24.3,15:18,11.5,6:37,12.8,51.8,34
108,서울,2024-04-20,0,0,4.46,14.9,17.2,9:50,13,21:29,4.2,77.3,58
108,서울,2024-04-21,1,7.5,11.86,17.2,21.7,12:20,13.3,0:01,8.4,65.5,54
108,서울,2024-04-22,4.6,34.3,19.34,18.8,24.1,17:02,15,5:23,9.1,49.4,38
108,서울,2024-04-23,6,44.4,19.16,17.3,24.2,13:56,13.2,6:03,11,55,37
108,서울,2024-04-24,1.9,14.1,9.53,13.2,16.5,13:51,11,23:30,5.5,80.1,63
108,서울,2024-04-25,6.2,45.6,18.59,14.4,20.8,16:21,10.3,6:02,10.5,75.6,47
108,서울,2024-04-26,10.7,78.7,23.74,17.8,26,15:43,11.4,6:03,14.6,61.1,21
108,서울,2024-04-27,12.5,91.9,28.23,18.2,26.2,15:25,11.5,6:01,14.7,56.4,30
108,서울,2024-04-28,11.4,83.2,25.14,20.7,28.9,15:59,13,5:58,15.9,53.5,22
108,서울,2024-04-29,8.8,64.2,21.36,20.9,26.1,14:56,16.9,5:53,9.2,48,36
108,서울,2024-04-30,5.5,40.1,17.95,18.6,22.5,14:17,16,23:54,6.5,62.5,45
108,서울,2024-05-01,9.8,71,26.05,18.5,24,15:52,13.9,5:35,10.1,46,27
108,서울,2024-05-02,12.8,92.8,28.72,18.1,23.7,14:57,12.4,5:46,11.3,48.4,29
108,서울,2024-05-03,12.8,92.8,28.28,19.7,27.9,16:18,12.2,5:59,15.7,46.9,27
108,서울,2024-05-04,12.5,89.9,26.61,21.4,28.5,14:02,14.6,6:02,13.9,44.8,27
108,서울,2024-05-05,0,0,2.17,17.8,20.6,0:01,15.7,23:51,4.9,87.4,44
108,서울,2024-05-06,0,0,2.71,13.9,15.7,0:01,13.4,18:11,2.3,92.9,88
108,서울,2024-05-07,0,0,4.75,13.3,15,15:52,12.2,23:57,2.8,77.3,60
108,서울,2024-05-08,11,78.6,27.21,14.7,21.4,16:09,9,5:54,12.4,58.8,36
108,서울,2024-05-09,12.8,91.4,27.17,16.1,21.8,15:57,10.9,5:17,10.9,63.6,35
108,서울,2024-05-10,12.5,88.7,28.02,17.9,23.8,14:41,12.5,5:34,11.3,55.6,29
108,서울,2024-05-11,0.1,0.7,5.72,17,22,12:27,14,22:59,8,80,54
108,서울,2024-05-12,11.4,80.9,28.91,16.6,21.6,15:18,11.9,5:56,9.7,65,39
108,서울,2024-05-13,13.1,92.9,30.09,18.3,24.5,14:44,11.9,6:03,12.6,51.9,27
108,서울,2024-05-14,13,91.5,30.02,18.8,24.7,14:19,12.7,5:59,12,43.3,23
108,서울,2024-05-15,3.1,21.8,8.35,12.6,18.8,10:02,7.2,21:29,11.6,74.3,41
108,서울,2024-05-16,13.1,92.3,31.35,13.7,19.8,16:13,6.9,6:00,12.9,61.3,32
108,서울,2024-05-17,10.8,75.5,24.4,18.3,24.9,14:35,10.8,5:35,14.1,63.6,42
108,서울,2024-05-18,11.3,79,26.88,20.7,26.5,14:59,16,5:51,10.5,65.3,46
108,서울,2024-05-19,12.6,88.1,28.99,21.5,27.9,15:13,15.9,5:34,12,63.1,30
108,서울,2024-05-20,0.5,3.5,11.45,19.4,22.8,12:51,16.8,23:47,6,75,63
108,서울,2024-05-21,9.4,65.3,26.37,21.7,28.3,16:54,16.3,5:53,12,68.1,33
108,서울,2024-05-22,10,69.4,27.4,20.5,25.5,14:53,16.4,5:33,9.1,68.9,44
108,서울,2024-05-23,12.7,88.2,30.1,20.2,26.4,15:54,15.8,6:07,10.6,67.9,43
108,서울,2024-05-24,4.7,32.6,20.51,20.1,24.7,17:26,15.7,1:45,9,75.1,61
108,서울,2024-05-25,2.3,15.9,17.34,21.4,24.7,12:48,18.7,1:25,6,62.8,47
108,서울,2024-05-26,3.1,21.4,10.2,19.9,23.7,11:10,17,23:42,6.7,74.3,49
108,서울,2024-05-27,9.9,68.3,26.89,18.5,22.6,15:04,14.1,6:03,8.5,63.4,40
108,서울,2024-05-28,11.1,76.6,27.55,20.4,26.1,17:04,14.3,5:34,11.8,54.8,32
108,서울,2024-05-29,13.2,91,29.38,21.2,26.8,15:02,15.4,5:47,11.4,51.6,30
108,서울,2024-05-30,0.6,4.1,12.97,20.7,24.6,15:44,16.2,5:46,8.4,49.1,37
108,서울,2024-05-31,11.8,80.8,30.31,20.4,25.4,15:07,16.9,6:03,8.5,60,35
108,서울,2024-06-01,9.4,64.4,27.02,20.7,25.2,15:20,17.5,5:29,7.7,61.3,34
108,서울,2024-06-02,12.4,84.9,28.7,20.4,25.8,15:51,15.7,5:51,10.1,51.9,36
108,서울,2024-06-03,11.2,76.7,29.95,22.2,28.7,16:03,15.7,5:20,13,47.4,29
108,서울,2024-06-04,13.5,92.5,31.17,22.8,29.3,16:07,16.3,5:27,13,42.1,29
108,서울,2024-06-05,10.4,70.7,25.14,23.6,30.1,14:03,18.1,5:17,12,53.9,36
108,서울,2024-06-06,9.3,63.3,24.47,24.1,31.4,16:11,19.3,6:02,12.1,54.3,31
108,서울,2024-06-07,7.1,48.3,20.41,23.1,28,15:38,18.3,5:44,9.7,54.3,40
108,서울,2024-06-08,2.5,17,9.7,20.3,25,17:30,17.9,4:48,7.1,79.5,58
108,서울,2024-06-09,12.3,83.7,28.38,22.9,28.8,14:56,17.4,5:55,11.4,68.9,47
108,서울,2024-06-10,11.9,81,26.57,24.7,31.1,15:09,19,5:31,12.1,66.3,44
108,서울,2024-06-11,10.2,69.4,27.17,25.4,31.6,15:42,21.7,23:59,9.9,62.4,40
108,서울,2024-06-12,11.3,76.9,27.73,24.8,31.8,14:23,19.2,5:17,12.6,60.8,35
108,서울,2024-06-13,13.3,90.5,29.8,26.4,32.8,15:44,20,5:04,12.8,51.4,28
108,서울,2024-06-14,9.1,61.5,24.24,26.3,33,14:25,21.4,5:32,11.6,56,35
108,서울,2024-06-15,3.4,23,15.71,24.2,28.2,16:29,21.8,4:45,6.4,72.3,55
108,서울,2024-06-16,13.2,89.2,30.02,24.3,29.5,14:48,19.9,5:35,9.6,58.4,38
108,서울,2024-06-17,13.1,88.5,28.17,24.8,30.2,14:48,18.9,5:27,11.3,48.4,28
108,서울,2024-06-18,13.4,90.5,29.22,26,32.9,15:09,20.4,5:44,12.5,59.5,35
108,서울,2024-06-19,13,87.8,28.25,28.8,35.8,16:23,21.4,5:09,14.4,54.3,32
108,서울,2024-06-20,12.1,81.8,25.99,29.4,35.4,13:48,23.4,5:18,12,45.1,27
108,서울,2024-06-21,10.3,69.6,24.75,28.1,33.9,13:04,22.9,5:13,11,49.8,34
108,서울,2024-06-22,0,0,3.59,24.2,26.1,8:33,22.6,12:48,3.5,80.6,59
108,서울,2024-06-23,3.8,25.7,18.84,25.1,30.1,14:02,22.5,3:33,7.6,79.5,59
108,서울,2024-06-24,7,47.3,19.62,24.3,27.9,13:08,21.2,23:53,6.7,70.4,45
108,서울,2024-06-25,10.7,72.3,25.24,22.9,27.2,14:31,19.1,5:59,8.1,61.9,42
108,서울,2024-06-26,12.3,83.1,27.64,24.9,31.6,16:40,18.9,6:08,12.7,61,38
108,서울,2024-06-27,9.3,62.8,23.84,26.3,31.6,13:00,20.6,5:37,11,55,38
108,서울,2024-06-28,13.2,89.2,28.84,26.6,32.5,14:49,21.3,5:36,11.2,54.6,35
108,서울,2024-06-29,6.9,46.9,20.46,26.7,32.3,14:08,21.6,5:29,10.7,65.1,44
108,서울,2024-06-30,0,0,3.89,23.5,24.9,16:40,22,9:47,2.9,88.5,80
108,서울,2024-07-01,8.3,56.5,24.69,26.3,31.3,15:37,22,5:06,9.3,69.1,47
108,서울,2024-07-02,0,0,1.93,23.2,25.2,0:01,21.9,12:14,3.3,90,77
108,서울,2024-07-03,0.6,4.1,8.91,24.7,25.9,11:52,23.6,7:35,2.3,80.3,70
108,서울,2024-07-04,3.4,23.1,18.81,26.8,30.6,14:59,23.2,6:20,7.4,74.8,56
108,서울,2024-07-05,1.4,9.5,11.25,23.4,26.1,16:55,21.3,5:10,4.8,80.5,67
108,서울,2024-07-06,0.1,0.7,6.84,25.1,30,14:20,22.1,5:42,7.9,84.1,73
108,서울,2024-07-07,0.6,4.1,11.09,24.4,28.2,13:27,21.5,5:14,6.7,85.1,68
108,서울,2024-07-08,0,0,3.36,23.8,24.5,15:35,23.1,20:32,1.4,93.4,89
108,서울,2024-07-09,0.1,0.7,7.77,24.5,26.7,13:17,22.7,5:13,4,86.9,78
108,서울,2024-07-10,7.1,48.6,20.04,26.6,31.1,13:26,22.7,5:17,8.4,77.1,57
108,서울,2024-07-11,5.9,40.4,21.74,25.7,28.9,15:31,23.3,23:54,5.6,79.6,66
108,서울,2024-07-12,3.7,25.3,13.33,25.6,30.2,16:19,21.8,5:50,8.4,79.5,59
108,서울,2024-07-13,9.9,68.3,23.54,28.1,33.3,15:44,23.5,5:50,9.8,70,40
108,서울,2024-07-14,7.6,52.4,22.34,28.4,32.1,16:54,24.9,6:54,7.2,65.9,54
108,서울,2024-07-15,6.3,43.4,18.13,28.4,31.3,16:33,24.5,5:24,6.8,64.6,55
108,서울,2024-07-16,4.2,29,12.32,27,30.7,12:27,24.6,23:46,6.1,78.4,62
108,서울,2024-07-17,0.1,0.7,3.48,25.4,28.1,13:45,24.1,3:55,4,91.6,76
108,서울,2024-07-18,0,0,2.47,24.3,25.6,0:01,23.1,8:13,2.5,95.3,89
108,서울,2024-07-19,6.4,44.4,21.69,27,30.8,14:54,24.2,4:40,6.6,80.1,60
108,서울,2024-07-20,1.9,13.2,13.42,27.2,30.6,15:47,25.1,4:43,5.5,80.4,67
108,서울,2024-07-21,1.5,10.4,11.48,26.5,29.8,18:08,22.5,4:51,7.3,83.6,72
108,서울,2024-07-22,0,0,4.09,26.6,27.9,0:01,24.3,11:04,3.6,89,81
108,서울,2024-07-23,0,0,4.92,26.4,27.3,15:17,25.8,4:54,1.5,87.9,80
108,서울,2024-07-24,3,21,15.31,28.1,30.9,13:55,26,5:46,4.9,85,71
108,서울,2024-07-25,2.4,16.8,14.15,28.8,32.2,15:51,25.4,23:56,6.8,79.8,64
108,서울,2024-07-26,6.7,46.9,18.29,28.7,32.7,15:37,25.2,1:37,7.5,81.9,65
108,서울,2024-07-27,1.7,12,12.73,28.9,31.7,12:44,27.5,5:46,4.2,83.6,68
108,서울,2024-07-28,5.1,35.9,18.33,29.2,32.2,14:27,27.3,4:45,4.9,76,59
108,서울,2024-07-29,0,0,2.61,27.4,27.8,0:01,26.8,23:56,1,84,80
108,서울,2024-07-30,3.6,25.5,15.95,28.6,31.9,14:41,26.3,4:59,5.6,78.8,66
108,서울,2024-07-31,4.7,33.3,17.42,29.4,33.3,15:40,27,3:21,6.3,74.5,59
108,서울,2024-08-01,3.6,25.5,14.95,29.9,33.2,15:20,27.3,4:42,5.9,75.5,64
108,서울,2024-08-02,2.4,17.1,10.36,29.6,32.5,16:08,28.2,5:49,4.3,79.4,67
108,서울,2024-08-03,7.8,55.7,21.64,30.2,34.2,15:28,27.2,4:25,7,75,58
108,서울,2024-08-04,10.9,77.9,24.4,31.8,36.2,14:48,27.3,5:42,8.9,69.3,50
108,서울,2024-08-05,3.4,24.5,12.92,30,33.7,15:22,26.9,23:58,6.8,75.5,61
108,서울,2024-08-06,6.2,44.6,18.84,29.5,33.5,15:46,25.6,5:39,7.9,74.8,57
108,서울,2024-08-07,7.6,54.7,20.7,29.6,33.4,16:02,27.2,5:36,6.2,72,55
108,서울,2024-08-08,2.4,17.3,10.94,28.5,31.6,17:08,26.9,23:53,4.7,77.5,63
108,서울,2024-08-09,6,43.5,15.55,29.3,33.6,14:20,25.6,4:42,8,74.1,56
108,서울,2024-08-10,4.3,31.2,15.76,30,33.6,13:35,26.4,5:30,7.2,70.8,55
108,서울,2024-08-11,4.4,31.9,17.14,30.8,34.4,15:21,27.8,5:58,6.6,67.8,53
108,서울,2024-08-12,4.1,29.9,13.51,31.1,34.1,15:12,28.2,6:08,5.9,70.5,57
108,서울,2024-08-13,7.5,54.7,20.81,31.3,36.4,15:01,28.1,5:20,8.3,70,49
108,서울,2024-08-14,4.7,34.3,12.59,30,34.9,14:38,27.3,20:02,7.6,73,52
108,서울,2024-08-15,4.1,30.1,15.98,29.2,34.6,15:41,26.7,5:46,7.9,74.6,53
108,서울,2024-08-16,6.7,49.3,17.24,29.8,34.3,13:40,26.8,4:18,7.5,69.4,51
108,서울,2024-08-17,5.3,39.3,14.73,29.8,34,15:14,27.2,5:59,6.8,71,53
108,서울,2024-08-18,6.4,47.4,17.64,29.5,33.9,12:53,27,5:25,6.9,73.8,56
108,서울,2024-08-19,7.1,52.6,20.08,29.7,35.3,13:55,26.3,6:07,9,72.3,46
108,서울,2024-08-20,7.7,57.5,19.09,31.4,35.4,15:19,27,3:31,8.4,68.3,54
108,서울,2024-08-21,0,0,4.68,28.4,30.8,0:01,26.9,6:53,3.9,85.9,71
108,서울,2024-08-22,1.8,13.4,7.27,28.6,30.3,12:51,27.1,22:11,3.2,79.9,70
108,서울,2024-08-23,5.6,42.1,17.48,28.4,31.8,14:18,26.4,5:50,5.4,73.5,59
108,서울,2024-08-24,2.4,18,12.04,27.6,30.9,16:28,25.1,6:12,5.8,78.8,66
108,서울,2024-08-25,5.1,38.6,15.82,28.5,32.7,15:58,24.9,6:12,7.8,76.6,58
108,서울,2024-08-26,0.3,2.3,8.21,28.1,30.6,15:09,25.6,5:54,5,77.8,61
108,서울,2024-08-27,3.7,28,10.04,26.5,30.3,16:38,24.6,9:53,5.7,69.8,52
108,서울,2024-08-28,11.5,87.8,23.98,28.2,33.2,16:23,23,5:59,10.2,62.1,46
108,서울,2024-08-29,12,91.6,24.86,28.4,33.5,14:16,23.4,6:24,10.1,61,49
108,서울,2024-08-30,12,91.6,24.53,28,32.9,14:15,23.7,6:04,9.2,64,45
108,서울,2024-08-31,12,92.3,24.15,27.6,33,15:53,22.6,6:39,10.4,65.6,40
108,서울,2024-09-01,6.9,53.1,20.05,27.1,31.6,14:58,24.6,5:57,7,64.9,41
108,서울,2024-09-02,0.1,0.8,5.82,24.5,26.9,17:01,22.2,7:09,4.7,73.6,65
108,서울,2024-09-03,7.4,57.4,20.85,27,32,14:53,23.2,6:25,8.8,54.5,44
108,서울,2024-09-04,10.6,82.2,22.99,27.9,33.3,15:59,23.2,5:57,10.1,61.4,42
108,서울,2024-09-05,0.9,7,6.91,26.3,28.8,10:30,25.6,19:03,3.2,79.1,63
108,서울,2024-09-06,0,0,4.41,24,25.7,0:01,23.3,12:11,2.4,79.3,69
108,서울,2024-09-07,7.6,59.4,18.81,26.5,31.3,14:32,22.8,6:21,8.5,68.9,50
108,서울,2024-09-08,9.1,71.7,20.01,27.2,32.8,15:28,22.6,6:35,10.2,69.6,47
108,서울,2024-09-09,6,47.2,16.38,28.5,34.1,14:45,24.1,4:20,10,69,50
108,서울,2024-09-10,9,71.4,17.2,29.4,33.9,15:35,25.6,6:00,8.3,67.3,51
108,서울,2024-09-11,5.2,41.3,12.49,29,34.6,12:40,25.4,6:18,9.2,71.5,50
108,서울,2024-09-12,0,0,3.78,25.4,27.1,0:01,24.8,21:21,2.3,91.5,85
108,서울,2024-09-13,0,0,4.86,25.9,28,12:43,24.2,4:13,3.8,91.4,80
108,서울,2024-09-14,5.1,40.8,14.61,28,32.2,16:30,25.2,6:57,7,80.3,59
108,서울,2024-09-15,8.2,66.1,18.89,27.5,32.4,15:20,24.2,23:46,8.2,73.6,59
108,서울,2024-09-16,6.2,50,17.09,26.8,32.2,14:53,21.3,7:38,10.9,74,58
108,서울,2024-09-17,3.5,28.2,14.62,28.6,33.2,15:07,25.8,5:56,7.4,77,59
108,서울,2024-09-18,6.5,52.8,17.53,29.4,33.6,14:45,26.5,4:34,7.1,76.8,61
108,서울,2024-09-19,1.4,11.4,11.47,29.1,32.6,15:15,25.6,6:32,7,77.4,63
108,서울,2024-09-20,0.1,0.8,3.58,25,28.6,0:01,17.9,23:45,10.7,89.8,80
108,서울,2024-09-21,0,0,6.31,19.3,21.9,15:28,17.1,7:49,4.8,82.3,69
108,서울,2024-09-22,7.2,59,19.34,21,26.7,15:20,16.9,5:23,9.8,67.4,50
108,서울,2024-09-23,11.4,94.2,22.31,20.8,26.1,15:44,16.6,6:03,9.5,58.3,42
108,서울,2024-09-24,11.1,91.7,22.03,21,26.9,15:35,15.6,6:38,11.3,57.9,37
108,서울,2024-09-25,6.1,50.8,13.51,23.3,27.3,14:24,18.6,3:12,8.7,65.6,55
108,서울,2024-09-26,5.9,49.2,14.01,23.6,28,15:05,21.1,6:45,6.9,75.1,57
108,서울,2024-09-27,7.9,65.8,16.45,22.7,28,15:34,19.1,6:43,8.9,72.8,49
108,서울,2024-09-28,8.2,68.9,18.07,23.2,27.9,13:59,19.2,6:13,8.7,59.3,48
108,서울,2024-09-29,7.3,61.3,18.06,23.5,29,14:46,19.1,6:22,9.9,61.5,47
108,서울,2024-09-30,8,67.8,16.77,23,28.5,15:32,18.3,6:22,10.2,63,45
108,서울,2024-10-01,2.2,18.6,7.73,18.3,21.7,0:01,13.3,24:00:00,8.4,67.5,39
108,서울,2024-10-02,9.5,80.5,20.66,14.9,19.9,15:36,11.6,6:49,8.3,48.8,31
108,서울,2024-10-03,7.3,62.4,15.9,16.4,22.5,13:07,10.8,6:18,11.7,59,37
108,서울,2024-10-04,10.9,93.2,20.32,17.6,24.2,14:54,11.9,6:42,12.3,60,35
108,서울,2024-10-05,9.7,83.6,17.31,17.5,24.4,15:10,11.6,6:01,12.8,60.4,38
108,서울,2024-10-06,0,0,3.65,15.4,17.9,15:00,12.3,5:46,5.6,73.5,61
108,서울,2024-10-07,1.8,15.5,9.33,16.9,20.7,13:12,14,6:52,6.7,73.9,56
108,서울,2024-10-08,6.8,59.1,14.54,17.7,23.9,15:05,12.7,7:10,11.2,73.9,51
108,서울,2024-10-09,8.1,70.4,16.61,18.8,24.4,14:02,13.9,6:29,10.5,64.1,44
108,서울,2024-10-10,6.3,55.3,13.91,18.8,24.1,15:47,15.3,6:11,8.8,66.3,46
108,서울,2024-10-11,9.5,83.3,16.05,18.6,24.4,14:51,13.9,7:02,10.5,68.8,40
108,서울,2024-10-12,10.4,91.2,18.19,18.3,24.7,15:35,13.4,6:57,11.3,60.6,26
108,서울,2024-10-13,4.7,41.6,11.43,18.3,22.6,15:35,12.6,6:25,10,67,47
108,서울,2024-10-14,0,0,4.71,19.3,21.5,14:44,17.6,3:09,3.9,70.3,50
108,서울,2024-10-15,0,0,4.59,19.2,21.9,15:11,17.6,6:12,4.3,85,77
108,서울,2024-10-16,6.8,60.7,13.84,18.2,24.2,14:49,14.4,6:28,9.8,76.9,49
108,서울,2024-10-17,7.5,67,14.7,19,25.7,15:12,13.8,4:02,11.9,70.4,46
108,서울,2024-10-18,0,0,1.54,17.4,18.8,9:30,16.2,19:55,2.6,86.1,74
108,서울,2024-10-19,2.1,18.9,8.19,16.6,21.1,11:51,12.4,23:41,8.7,75,60
108,서울,2024-10-20,10,90.1,17.47,13.4,17.8,14:21,10.5,7:09,7.3,56,42
108,서울,2024-10-21,1.1,10,8.92,14.8,19.3,15:13,9.7,2:33,9.6,66.4,52
108,서울,2024-10-22,0,0,1.27,15.5,16.6,21:55,14.9,6:44,1.7,90.8,72
108,서울,2024-10-23,2.9,26.6,9.76,12.7,15.5,13:41,9.4,23:56,6.1,75.3,61
108,서울,2024-10-24,9.9,90.8,16.03,12.5,18.4,15:01,7.1,6:50,11.3,71.4,49
108,서울,2024-10-25,7.9,72.5,14.88,14.9,21.5,14:16,8.7,7:01,12.8,64.1,33
108,서울,2024-10-26,9.7,89.8,16.04,17,24,15:52,10.7,6:44,13.3,68.3,45
108,서울,2024-10-27,0.2,1.9,5.27,16,18.8,13:14,14,24:00:00,4.8,79.4,67
108,서울,2024-10-28,1.9,17.6,8.92,15.7,20.4,15:04,12.3,4:16,8.1,75.9,60
108,서울,2024-10-29,0.2,1.9,6.22,15,18.3,15:29,13.4,5:04,4.9,64.6,49
108,서울,2024-10-30,9.6,89.7,14.75,15.7,21.4,14:05,11.4,7:09,10,71.3,46
108,서울,2024-10-31,9.4,87.9,14.38,15.9,22.6,14:55,11,7:14,11.6,67.8,42
108,서울,2024-11-01,0.1,0.9,5.83,15.3,18.7,14:54,12.9,3:21,5.8,70.8,55
108,서울,2024-11-02,9.6,90.6,14.31,18.1,25.1,15:10,13,6:58,12.1,58.9,41
108,서울,2024-11-03,8.2,77.4,13.13,17.6,23.5,13:47,13,6:55,10.5,71.1,47
108,서울,2024-11-04,6.7,63.8,11.74,14.8,18.3,12:28,8.9,23:54,9.4,62,32
108,서울,2024-11-05,8.8,83.8,13.47,9.1,14.7,14:23,5.6,7:37,9.1,49.8,28
108,서울,2024-11-06,9.7,92.4,14.98,7.5,12.5,14:30,4.1,6:28,8.4,46.1,29
108,서울,2024-11-07,9.7,93.3,14.42,7.8,15.7,15:15,1.6,7:07,14.1,48.1,27
108,서울,2024-11-08,9.6,92.3,13.87,10.2,18.1,15:01,3.1,6:29,15,50.8,33
108,서울,2024-11-09,8.9,86.4,13.18,12.9,20.3,14:36,6.8,6:07,13.5,55.8,34
108,서울,2024-11-10,6.8,66,11.42,14.4,21,15:20,10.3,5:36,10.7,64,45
108,서울,2024-11-11,9.3,90.3,12.95,14.6,21.8,14:30,9.7,7:43,12.1,64.5,35
108,서울,2024-11-12,9.3,90.3,13.02,14.3,19.2,15:20,11,23:59,8.2,66.8,44
108,서울,2024-11-13,8.6,84.3,12.26,14.2,21.3,14:33,8.3,7:11,13,62.9,41
108,서울,2024-11-14,0,0,3.57,14.8,16.8,14:34,13.2,4:19,3.6,68.4,61
108,서울,2024-11-15,5.5,53.9,9.84,17,21.5,15:50,13.7,1:09,7.8,65.1,48
108,서울,2024-11-16,,0,,17,22.6,13:16,14.4,23:58,8.2,72.5,46
108,서울,2024-11-17,4.1,40.6,8.47,7,14.4,0:01,2.1,24:00:00,12.3,47.6,31
108,서울,2024-11-18,9.3,92.1,13.68,2.8,7.9,14:56,-0.7,7:21,8.6,30.9,21
108,서울,2024-11-19,7.4,73.3,9.9,5.7,11.3,14:18,0.3,0:01,11,49.5,39
108,서울,2024-11-20,0.3,3,3.75,6.5,9.6,12:06,2.4,4:45,7.2,65.8,49
108,서울,2024-11-21,3.2,32,6.57,9.7,14.1,13:19,6,6:31,8.1,71.9,54
108,서울,2024-11-22,9.2,92,12.57,6.2,10.6,14:51,3.3,8:01,7.3,48,33
108,서울,2024-11-23,9.2,92,11.87,6.4,12.6,14:25,1.5,7:11,11.1,47.1,35
108,서울,2024-11-24,9.1,91.9,11.89,7.4,14.2,15:29,2.6,7:29,11.6,58.4,37
108,서울,2024-11-25,6.8,68.7,9.9,10.1,15.4,14:12,3.6,4:59,11.8,57.6,47
108,서울,2024-11-26,0.9,9.1,4.35,5.8,12.7,0:01,1,23:48,11.7,86.4,54
108,서울,2024-11-27,0.3,3,0.82,-0.4,1.2,0:48,-1.3,7:42,2.5,90.6,78
108,서울,2024-11-28,4.5,45.9,8.16,0.8,3.4,13:07,-1.7,23:47,5.1,82,63
108,서울,2024-11-29,5.4,55.1,8.35,0.2,3.4,13:06,-3.4,7:09,6.8,76.3,54
108,서울,2024-11-30,2.4,24.5,4.74,2.5,5.6,14:46,-0.5,6:37,6.1,81.6,63
108,서울,2024-12-01,2.4,24.5,7.01,5.2,8.2,14:11,1.6,4:44,6.6,89.3,78
108,서울,2024-12-02,2.3,23.5,5.09,6.4,13,14:03,0.6,23:59,12.4,79.9,47
108,서울,2024-12-03,8.9,91.8,11.61,1.3,5.2,14:38,-2.4,7:40,7.6,48.6,26
108,서울,2024-12-04,8.9,91.8,11.12,3.1,6.9,14:47,-0.6,8:08,7.5,52.1,27
108,서울,2024-12-05,6.7,69.1,9.89,3.9,8.8,13:39,-0.1,6:53,8.9,62.8,29
108,서울,2024-12-06,9.1,93.8,11.69,2.1,5.2,12:59,-0.4,23:52,5.6,49.3,33
108,서울,2024-12-07,7.2,74.2,10.86,0.2,4.6,13:43,-2.5,6:40,7.1,56.9,40
108,서울,2024-12-08,9.1,93.8,11.62,-0.2,4.1,14:51,-3.9,6:44,8,46.5,27
108,서울,2024-12-09,8.3,85.6,10.61,1,7.4,14:20,-3.8,6:22,11.2,56.1,38
108,서울,2024-12-10,8.4,87.5,10.52,2.6,6.9,15:13,-1.9,7:54,8.8,58.9,39
108,서울,2024-12-11,6.9,71.9,8.65,3,8.2,14:50,0.2,23:57,8,50.3,37
108,서울,2024-12-12,6.7,69.8,10.06,0.5,5.4,13:31,-3.2,7:19,8.6,45.8,27
108,서울,2024-12-13,5.2,54.2,7.14,1,4.5,14:39,-1.5,23:50,6,42.1,30
108,서울,2024-12-14,9,93.8,11.11,-0.8,2.5,15:25,-3.6,7:49,6.1,51,37
108,서울,2024-12-15,6,62.5,8.76,1.2,5.4,13:15,-2.2,23:55,7.6,54.1,33
108,서울,2024-12-16,3.8,39.6,5.61,-0.2,3.9,12:38,-3.3,5:48,7.2,65.9,39
108,서울,2024-12-17,6.2,64.6,8.26,-0.8,3.8,15:48,-3.5,23:53,7.3,51.8,34
108,서울,2024-12-18,9,93.8,11.38,-3.4,0.9,15:20,-6.2,7:39,7.1,47.1,33
108,서울,2024-12-19,8.2,85.4,10.53,-1.4,4.9,14:51,-6.7,7:52,11.6,47.4,28
108,서울,2024-12-20,1.4,14.6,4.9,1.4,5.3,14:25,-2.1,4:36,7.4,60.9,48
108,서울,2024-12-21,2,20.8,4.03,-0.7,1.9,4:53,-4.7,23:35,6.6,74.1,55
108,서울,2024-12-22,9,93.8,11.47,-3.4,1,15:40,-7.7,8:06,8.7,52.9,36
108,서울,2024-12-23,7.3,76,10.29,0.3,6.7,14:42,-5,7:06,11.7,58.5,38
108,서울,2024-12-24,9,93.8,11.06,-0.4,5.1,15:24,-4.3,7:25,9.4,50.3,31
108,서울,2024-12-25,3,31.3,6.46,2.7,6.5,14:24,-1.1,4:49,7.6,63.1,51
108,서울,2024-12-26,8.6,89.6,11.1,0.1,4.2,0:01,-4.8,23:56,9,57.9,37
108,서울,2024-12-27,7.3,76,9.29,-2.6,1.8,14:03,-5.9,7:36,7.7,51.4,35
108,서울,2024-12-28,8.3,86.5,11.01,-3,1.1,15:08,-6.7,8:21,7.8,48.3,37
108,서울,2024-12-29,6.5,67.7,9.49,1.1,6.1,14:17,-4.2,8:08,10.3,56.1,35
108,서울,2024-12-30,2.6,27.1,6.29,5.5,10.1,12:34,1.9,0:26,8.2,68.5,52
108,서울,2024-12-31,9,93.8,11.57,0.6,4.9,0:04,-2,8:21,6.9,45.8,28
